#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu3	Talitropsis sedilloti isolate CW377 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409934	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW371 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409933	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW354 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409929	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW352 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409927	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW351 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409926	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW350 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409925	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW20 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409923	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu3	Talitropsis sedilloti isolate CW275 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	JN409922	153205	78.912	95	9.80e-65	251	Genbank	Eukaryota / Arthropoda / Insecta / Orthoptera / Rhaphidophoridae / Talitropsis / Talitropsis sedilloti
Otu6	Polychaeta sp. BOLD:ACQ0473 voucher FTP_2374 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP254298	1629312	81.908	98	2.16e-79	300	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. BOLD:ACQ0473
Otu6	Thelepus cincinnatus voucher BIOUG<CAN>:NUNAV-0245 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024489	36107	81.553	99	2.16e-79	300	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher BIOUG<CAN>:HUNTSPOL0357 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024254	36107	81.553	99	2.16e-79	300	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher HUNTSPOL0372 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024259	36107	81.230	99	2.63e-78	297	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher BIOUG<CAN>:HUNTSPOL0360 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024257	36107	81.230	99	2.63e-78	297	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher BIOUG<CAN>:HUNTSPOL0359 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024256	36107	81.230	99	2.63e-78	297	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher HUNTSPOL0358 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024255	36107	81.230	99	2.63e-78	297	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher TBLABR-063 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023921	36107	81.230	99	2.63e-78	297	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher BIOUG<CAN>:HUNTSPOL0356 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024253	36107	81.107	99	3.20e-77	293	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher TBLABR-017 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ023922	36107	80.906	99	3.20e-77	293	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1176 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121555	36107	80.906	99	1.12e-76	291	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus hamatus voucher BMBM-0882 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MH242996	2172720	80.583	99	1.36e-75	288	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus hamatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-0975 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121523	36107	80.583	99	1.36e-75	288	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1171 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121573	36107	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1109 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121347	36107	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1100 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121085	36107	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1108 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121007	36107	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1112 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF120997	36107	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1175 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF120969	36107	80.259	99	5.79e-74	282	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Terebellida sp. BOLD:AAN6480 voucher BIOUG<CAN>:BP2010-066 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ932503	976917	79.612	99	3.00e-71	273	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / unknown family / unknown genus / Terebellida sp. BOLD:AAN6480
Otu6	Polychaeta sp. KSA_1552 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MH338694	2229663	79.545	99	1.05e-70	271	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. KSA_1552
Otu6	Polychaeta sp. KSA_1551 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MH338693	2229662	79.545	99	1.05e-70	271	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. KSA_1551
Otu6	Polychaeta sp. KSA_1529 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MH338673	2229642	79.545	99	1.05e-70	271	Genbank	Eukaryota / Annelida / Polychaeta / unknown order / unknown family / unknown genus / Polychaeta sp. KSA_1529
Otu6	Thelepus cincinnatus voucher BIOUG<CAN>:NUNAV-0204 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024488	36107	80.634	92	1.55e-68	264	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Rhinothelepus lobatus cytochrome oxidase subunit 1 gene, partial cds; mitochondrial gene for mitochondrial product	AF342679	153629	78.571	99	6.60e-67	259	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Rhinothelepus / Rhinothelepus lobatus
Otu6	Thelepus cincinnatus voucher 11BIOAK-1107 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MF121487	36107	79.577	92	9.80e-65	251	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Thelepus / Thelepus cincinnatus
Otu6	Terebellidae sp. JOD_0458 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KU496543	1886295	77.815	97	5.08e-62	242	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / unknown genus / Terebellidae sp. JOD_0458
Otu6	Terebellidae sp. JOD_0387 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KU496541	1886292	77.815	97	5.08e-62	242	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / unknown genus / Terebellidae sp. JOD_0387
Otu6	Chamaedrilus varisetosus isolate CE19113 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878465	1658420	78.333	96	1.77e-61	241	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE11485 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878462	1658420	78.333	96	1.77e-61	241	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate SM172 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878458	1658420	78.333	96	1.77e-61	241	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate SM171 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878457	1658420	78.333	96	1.77e-61	241	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Polycirrus sp. Vd1(b)-Ter cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KY775631	2066869	77.419	99	2.16e-60	237	Genbank	Eukaryota / Annelida / Polychaeta / Terebellida / Terebellidae / Polycirrus / Polycirrus sp. Vd1(b)-Ter
Otu6	Chamaedrilus aff. glandulosus A SM-2014 isolate CE9524 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KF672425	1502717	78.000	96	2.16e-60	237	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus aff. glandulosus A SM-2014
Otu6	Chamaedrilus varisetosus isolate CE20021 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878473	1658420	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19818 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878469	1658420	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19749 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878468	1658420	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19117 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878466	1658420	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE18904 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878463	1658420	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19832 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878459	1658420	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus aff. glandulosus A SM-2014 isolate CE4028 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KF672370	1502717	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus aff. glandulosus A SM-2014
Otu6	Chamaedrilus aff. glandulosus A SM-2014 isolate CE2931 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KF672368	1502717	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus aff. glandulosus A SM-2014
Otu6	Chamaedrilus aff. glandulosus A SM-2014 isolate CE2634 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KF672367	1502717	77.667	96	9.18e-59	232	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus aff. glandulosus A SM-2014
Otu6	Eunice filamentosa complex BR voucher MZSP890 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	GQ497545	759343	76.452	100	3.20e-58	230	Genbank	Eukaryota / Annelida / Polychaeta / Eunicida / Eunicidae / Eunice / Eunice filamentosa complex BR
Otu6	Chamaedrilus varisetosus isolate CE19831 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878472	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19823 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878471	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19819 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878470	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19677 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878467	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19052 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878464	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19716 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878461	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus varisetosus isolate CE19031 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KP878460	1658420	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus varisetosus
Otu6	Chamaedrilus aff. glandulosus A SM-2014 isolate CE6626 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KF672371	1502717	77.333	96	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Chamaedrilus / Chamaedrilus aff. glandulosus A SM-2014
Otu6	Allolobophora chlorotica L5 voucher EW-SJ-688 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU013818	1053973	76.375	99	1.12e-57	228	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Allolobophora / Allolobophora chlorotica L5
Otu6	Lumbricidae sp. Lu_232 mitochondrial COI gene for cytochrome oxidase subunit I, partial cds	LC200128	1925905	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / unknown genus / Lumbricidae sp. Lu_232
Otu6	Hemifridericia parva isolate CE22224 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802015	913702	76.821	96	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Eunicidae sp. C_1110 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KY262581	1983931	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Polychaeta / Eunicida / Eunicidae / unknown genus / Eunicidae sp. C_1110
Otu6	Lumbricus rubellus complex sp. B SM-2016 isolate CE4470 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KX790518	1903606	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus rubellus complex sp. B SM-2016
Otu6	Lumbricus rubellus complex sp. B x Lumbricus rubellus complex sp. A SM-2016 isolate CE11832 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KX790500	1903607	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus rubellus complex sp. B x Lumbricus rubellus complex sp. A SM-2016
Otu6	Eisenia nordenskioldi pallida isolate E1342 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KU708339	1269248	76.699	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia nordenskioldi pallida
Otu6	Eisenia nordenskioldi pallida isolate E1341 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KU708338	1269248	76.699	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia nordenskioldi pallida
Otu6	Eisenia nordenskioldi pallida isolate E1340 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KU708337	1269248	76.699	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia nordenskioldi pallida
Otu6	Eisenia nordenskioldi pallida isolate E1339 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KU708336	1269248	76.699	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia nordenskioldi pallida
Otu6	Lumbricus rubellus L1 voucher EW-ECO-0580 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024539	880539	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus aff. rubellus L1
Otu6	Lumbricus rubellus L1 voucher EW-ECO-0579 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	HQ024538	880539	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus aff. rubellus L1
Otu6	Lumbricus rubellus L1 voucher EW-ECO-0267 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU206191	880539	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus aff. rubellus L1
Otu6	Lumbricus rubellus L1 voucher EW-ECO-0268 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU206190	880539	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus aff. rubellus L1
Otu6	Lumbricus rubellus L1 voucher EW-ECO-0380 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU206178	880539	76.846	96	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus aff. rubellus L1
Otu6	Lumbricidae sp. BOLD:AAB1519 voucher EW-ECO-0432 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU206151	748904	76.299	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / unknown genus / Lumbricidae sp. BOLD:AAB1519
Otu6	Lumbricidae sp. DPEW22743 voucher EW-SJ-723 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU013918	683501	76.699	99	3.90e-57	226	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / unknown genus / Lumbricidae sp. DPEW22743
Otu6	Scolelepis foliosa voucher LPCSED1-002 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	KR916936	1400846	76.623	99	1.36e-56	224	Genbank	Eukaryota / Annelida / Polychaeta / Spionida / Spionidae / Scolelepis / Scolelepis foliosa
Otu6	Lumbricus rubellus complex sp. B SM-2016 isolate CE12134 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KX790478	1903606	75.974	99	4.75e-56	223	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus rubellus complex sp. B SM-2016
Otu6	Allolobophora sturanyi dacidoides voucher HNHM/15360 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	KX009569	1880928	76.849	99	4.75e-56	223	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Allolobophora / Allolobophora sturanyi dacidoides
Otu6	Lumbricus rubellus L1 voucher EW-ECO-0349 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	GU206180	880539	76.510	96	4.75e-56	223	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Lumbricus / Lumbricus aff. rubellus L1
Otu6	Metasychis cf. gotoi GK-2017 GK321 mitochondrial COX1 gene for cytochrome c oxidase subunit 1, partial cds	LC342655	2066656	75.806	100	1.66e-55	221	Genbank	Eukaryota / Annelida / Polychaeta / Capitellida / Maldanidae / Metasychis / Metasychis cf. gotoi GK-2017
Otu6	Lepidonotus squamatus voucher USNM:IZ:1463392 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	MH235896	222003	76.645	98	1.66e-55	221	Genbank	Eukaryota / Annelida / Polychaeta / Phyllodocida / Polynoidae / Lepidonotus / Lepidonotus squamatus
Otu6	Hemifridericia parva isolate CE24882 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802022	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE23653 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802019	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE23220 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802017	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE20562 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802014	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE20559 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802013	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE19756 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802012	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE19755 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802011	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE19754 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802010	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE19723 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802009	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Hemifridericia parva isolate CE19496 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	MF802008	913702	76.490	96	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Enchytraeidae / Hemifridericia / Hemifridericia parva
Otu6	Eisenia nordenskioldi pallida isolate E0316 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KU708322	1269248	76.206	100	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia nordenskioldi pallida
Otu6	Eisenia nordenskioldi pallida isolate E0315 cytochrome oxidase subunit 1 (cox1) gene, partial cds; mitochondrial	KU708321	1269248	76.206	100	1.66e-55	221	Genbank	Eukaryota / Annelida / Clitellata / Haplotaxida / Lumbricidae / Eisenia / Eisenia nordenskioldi pallida
